accession,Entry Name,organism,ec_number,length,protein_name,taxonomic_group,length_bin,ec_main_class
P0DXB9,CGLR_MAGGI,Magallana gigas (Pacific oyster) (Crassostrea gigas),2.7.7.-,587,Cyclic GMP-AMP synthase-like receptor (Cg-cGLR) (Cyclic UMP-AMP synthase cGLR) (EC 2.7.7.-),Molluscs,"(580, 590]",2
A0A6J1SUS3,CGLR_FRAOC,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),2.7.7.86,431,Cyclic GMP-AMP synthase-like receptor (Fo-cGLR) (EC 2.7.7.86),Insects,"(430, 440]",2
B4QGZ2,CGLR1_DROSI,Drosophila simulans (Fruit fly),2.7.7.-,393,Cyclic GMP-AMP synthase-like receptor 1 (Ds-cGLR1) (cGLR1) (EC 2.7.7.-),Insects,"(390, 400]",2
B3NQ14,CGLR1_DROER,Drosophila erecta (Fruit fly),2.7.7.-,445,Cyclic GMP-AMP synthase-like receptor 1 (cGLR1) (EC 2.7.7.-),Insects,"(440, 450]",2
A1ZA55,CGLR1_DROME,Drosophila melanogaster (Fruit fly),2.7.7.-,378,Cyclic GMP-AMP synthase-like receptor 1 (cGLR1) (EC 2.7.7.-),Insects,"(370, 380]",2
A8DYP7,CGLR2_DROME,Drosophila melanogaster (Fruit fly),2.7.7.-; 2.7.7.86,459,Cyclic GMP-AMP synthase-like receptor 2 (cGLR2) (EC 2.7.7.-) (EC 2.7.7.86),Insects,"(450, 460]",2
P51958,CDK1_CARAU,Carassius auratus (Goldfish),2.7.11.22; 2.7.11.23,302,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Fish,"(300, 310]",2
Q9DGA5,CDK1_ORYCU,Oryzias curvinotus (Hynann ricefish) (Aplocheilus curvinotus),2.7.11.22; 2.7.11.23,303,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Fish,"(300, 310]",2
Q9DGA2,CDK1_ORYJA,Oryzias javanicus (Javanese ricefish) (Aplocheilus javanicus),2.7.11.22; 2.7.11.23,303,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Fish,"(300, 310]",2
Q9DGD3,CDK1_ORYLA,Oryzias latipes (Japanese rice fish) (Japanese killifish),2.7.11.22; 2.7.11.23,303,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Fish,"(300, 310]",2
Q9DG98,CDK1_ORYLU,Oryzias luzonensis (Luzon ricefish),2.7.11.22; 2.7.11.23,303,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Fish,"(300, 310]",2
Q9W739,CDK1_RANDY,Rana dybowskii (Dybovsky's frog) (Korean brown frog),2.7.11.22; 2.7.11.23,302,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Amphibians,"(300, 310]",2
P35567,CDK1A_XENLA,Xenopus laevis (African clawed frog),2.7.11.22; 2.7.11.23,302,Cyclin-dependent kinase 1-A (CDK1-A) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog 1) (Cell division control protein 2-A) (Cell division protein kinase 1-A) (p34 protein kinase 1),Amphibians,"(300, 310]",2
P24033,CDK1B_XENLA,Xenopus laevis (African clawed frog),2.7.11.22; 2.7.11.23,302,Cyclin-dependent kinase 1-B (CDK1-B) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog 2) (Cell division control protein 2-B) (Cell division protein kinase 1) (p34 protein kinase 2),Amphibians,"(300, 310]",2
P23437,CDK2_XENLA,Xenopus laevis (African clawed frog),2.7.11.22,297,Cyclin-dependent kinase 2 (EC 2.7.11.22) (CDC2 homolog Eg1 protein kinase) (Cell division protein kinase 2),Amphibians,"(290, 300]",2
P43450,CDK2_CARAU,Carassius auratus (Goldfish),2.7.11.22,298,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2),Fish,"(290, 300]",2
Q91727,CDK4_XENLA,Xenopus laevis (African clawed frog),2.7.11.22,319,Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4),Amphibians,"(310, 320]",2
P51166,CDK5_XENLA,Xenopus laevis (African clawed frog),2.7.11.1,292,Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Neuronal cyclin-dependent kinase 5),Amphibians,"(290, 300]",2
A1KXI0,CYSP_BLOTA,Blomia tropicalis (Mite),3.4.22.-,333,Cysteine protease (EC 3.4.22.-) (allergen Blo t 1),Arachnids,"(330, 340]",3
A0A098DRK7,ATG4_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),3.4.22.-,469,Cysteine protease ATG4 (EC 3.4.22.-) (Autophagy-related protein 4),Protists,"(460, 470]",3
A0A0G2QC33,ATG4B_RAT,Rattus norvegicus (Rat),3.4.22.-,393,Cysteine protease ATG4B (EC 3.4.22.-) (Autophagy-related protein 4 homolog B),Protists,"(390, 400]",3
V5LU01,CEP01_AMBAR,Ambrosia artemisiifolia (Common ragweed),3.4.22.-,386,Cysteine protease Amb a 11.0101 (EC 3.4.22.-) (Amino acid thiol protease) (Pollen allergen Amb a 11) (allergen Amb a 11.0101),Plants,"(380, 390]",3
Q9XEA8,CYSK2_ORYSJ,Oryza sativa subsp. japonica (Rice),2.5.1.47,325,Cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase),Plants,"(320, 330]",2
Q7YT83,TX31_CONTE,Conus textile (Cloth-of-gold cone),3.4.-.-,300,Cysteine-rich venom protein (CRVP) (EC 3.4.-.-) (Substrate-specific endoprotease Tex31),Molluscs,"(290, 300]",3
P48416,CP10_LYMST,Lymnaea stagnalis (Great pond snail) (Helix stagnalis),1.14.-.-,545,Cytochrome P450 10 (EC 1.14.-.-) (CYPX),Molluscs,"(540, 550]",1
Q01741,CP1A2_CHICK,Gallus gallus (Chicken),1.14.14.1,258,Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2),Birds,"(250, 260]",1
P20678,CP2H2_CHICK,Gallus gallus (Chicken),1.14.14.1,491,Cytochrome P450 2H2 (EC 1.14.14.1) (CYPIIH2) (Cytochrome P450 PCHP7),Birds,"(490, 500]",1
Q27712,CP2L1_PANAR,Panulirus argus (Caribbean spiny lobster) (Palinurus argus),1.14.14.1,492,Cytochrome P450 2L1 (EC 1.14.14.1) (CYPIIL1),Crustaceans,"(490, 500]",1
Q9ZV28,C7104_ARATH,Arabidopsis thaliana (Mouse-ear cress),1.14.19.41,493,Cytochrome P450 710A4 (EC 1.14.19.41) (C-22 sterol desaturase),Plants,"(490, 500]",1
A0A0B4L1W8,C7A75_MAELA,Maesa lanceolata (False assegai),1.14.14.-,487,Cytochrome P450 716A75 (EC 1.14.14.-),Protists,"(480, 490]",1
A0A068Q721,C7113_PRUMU,Prunus mume (Japanese apricot) (Armeniaca mume),1.14.-.-,514,Cytochrome P450 71AP13 (EC 1.14.-.-),Protists,"(510, 520]",1
A0A068Q5V6,C7150_PRUMU,Prunus mume (Japanese apricot) (Armeniaca mume),1.14.-.-,497,Cytochrome P450 71AU50 (EC 1.14.-.-),Protists,"(490, 500]",1
Q9ZU07,C71BC_ARATH,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,496,Cytochrome P450 71B12 (EC 1.14.-.-),Plants,"(490, 500]",1
W8JCE8,CYBT1_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,512,Cytochrome P450 71BT1 (CrCYP71BT1) (EC 1.14.-.-),Plants,"(510, 520]",1
Q9XHE7,C71DD_MENPI,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),1.14.14.99,500,Cytochrome P450 71D13 (EC 1.14.14.99) ((-)-(4S)-Limonene-3-hydroxylase) (Cytochrome P450 isoform PM17),Plants,"(490, 500]",1
Q9XHE6,C71DF_MENPI,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),1.14.14.99,498,Cytochrome P450 71D15 (EC 1.14.14.99) ((-)-(4S)-Limonene-3-hydroxylase) (Cytochrome P450 isoform PM2),Plants,"(490, 500]",1
Q9XHE8,C71DI_MENSP,Mentha spicata (Spearmint),1.14.14.51,496,Cytochrome P450 71D18 (EC 1.14.14.51) ((-)-(4S)-Limonene-6-hydroxylase),Plants,"(490, 500]",1
W8JIT4,CYPD2_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,507,Cytochrome P450 71D2 (CrCYP71D2) (EC 1.14.-.-),Plants,"(500, 510]",1
W8JWW3,CA225_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,538,Cytochrome P450 72A225 (CrCYP72A225) (EC 1.14.-.-),Plants,"(530, 540]",1
A0A068Q6L2,C7317_PRUMU,Prunus mume (Japanese apricot) (Armeniaca mume),1.14.-.-,518,Cytochrome P450 736A117 (EC 1.14.-.-),Protists,"(510, 520]",1
W8JMV1,CYT24_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,499,Cytochrome P450 76T24 (CrCYP76T24) (EC 1.14.-.-),Plants,"(490, 500]",1
W8JIS9,CYC13_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,507,Cytochrome P450 81C13 (CrCYP81C13) (EC 1.14.-.-),Plants,"(500, 510]",1
W8JMU7,CYQ32_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.-.-,499,Cytochrome P450 81Q32 (CrCYP81Q32) (EC 1.14.-.-),Plants,"(490, 500]",1
Q9XGT9,C93B2_GERHY,Gerbera hybrida (Daisy),1.14.19.76,511,Cytochrome P450 93B2 (EC 1.14.19.76) (Flavone synthase II) (FNSII),Plants,"(510, 520]",1
A0A067DE75,C6AD2_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),1.14.14.-,488,Cytochrome P450 family 716 subfamily AD polypeptide 2 (CsCYP716AD2) (EC 1.14.14.-),Protists,"(480, 490]",1
A0A084R1J2,ATR14_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,446,Cytochrome P450 monooxygenase ATR14 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 14),Protists,"(440, 450]",1
A0A084R1M6,ATR2_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,513,Cytochrome P450 monooxygenase ATR2 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 2),Protists,"(510, 520]",1
A0A084R1J1,ATR3_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,478,Cytochrome P450 monooxygenase ATR3 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 3),Protists,"(470, 480]",1
A0A084R1M7,ATR4_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,524,Cytochrome P450 monooxygenase ATR4 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 4),Protists,"(520, 530]",1
A0A098D1J7,CLM2_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),1.-.-.-,529,Cytochrome P450 monooxygenase CLM2 (EC 1.-.-.-) (Culmorin biosynthesis protein 2),Protists,"(520, 530]",1
A0A098DDI4,FUSA5_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),1.-.-.-,522,Cytochrome P450 monooxygenase FGSG_08207 (EC 1.-.-.-) (Fusaristatin A biosynthesis cluster protein FGSG_08207),Protists,"(520, 530]",1
A0A098CZ12,GRA8_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),1.-.-.-,430,Cytochrome P450 monooxygenase FGSG_15680 (EC 1.-.-.-) (Gramillins biosynthetic cluster protein FGSG_15680),Protists,"(420, 430]",1
A0A0E3D8P5,PC05_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,497,Cytochrome P450 monooxygenase PC-05 (EC 1.-.-.-) (Penitrem biosynthesis cluster protein PC-05),Protists,"(490, 500]",1
A0A0E3D8M6,PC20_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,453,Cytochrome P450 monooxygenase PC-20 (EC 1.-.-.-) (Penitrem biosynthesis cluster protein PC-20),Protists,"(450, 460]",1
A0A0E3D8M1,PC21_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,510,Cytochrome P450 monooxygenase PC-21 (EC 1.-.-.-) (Penitrem biosynthesis cluster protein PC-21),Protists,"(500, 510]",1
A0A0E3D8L2,PC23_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,204,Cytochrome P450 monooxygenase PC-23 (EC 1.-.-.-) (Penitrem biosynthesis cluster protein 23),Protists,"(200, 210]",1
A0A084API1,SAT11_STACB,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),1.-.-.-,526,Cytochrome P450 monooxygenase SAT11 (EC 1.-.-.-) (Satratoxin biosynthesis SC2 cluster protein 11),Protists,"(520, 530]",1
A0A0F7TN60,AUSG_PENBI,Penicillium brasilianum,1.-.-.-,530,Cytochrome P450 monooxygenase ausG (EC 1.-.-.-) (Austinoid biosynthesis clusters protein G),Protists,"(520, 530]",1
A0A0F7TSZ5,AUSI_PENBI,Penicillium brasilianum,1.-.-.-,500,Cytochrome P450 monooxygenase ausI (EC 1.-.-.-) (Austinoid biosynthesis clusters protein I),Protists,"(490, 500]",1
A0A0F7TN11,AUSR_PENBI,Penicillium brasilianum,1.-.-.-,496,Cytochrome P450 monooxygenase ausR (EC 1.-.-.-) (Austinoid biosynthesis clusters protein R),Protists,"(490, 500]",1
A0A0C6DUU3,BET2_NEOBT,Neocamarosporium betae (Beet black rot fungus) (Pleospora betae),1.-.-.-,521,Cytochrome P450 monooxygenase bet2 (EC 1.-.-.-) (Betaenone biosynthesis cluster protein 2),Protists,"(520, 530]",1
A0A0D1DT62,CYP2_MYCMD,Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis),1.-.-.-,535,Cytochrome P450 monooxygenase cayp2 (EC 1.-.-.-) (Ustilagic acid biosynthesis cluster protein cyp2),Protists,"(530, 540]",1
A0A0A2JY25,CNSC_PENEN,Penicillium expansum (Blue mold rot fungus),1.-.-.-,495,Cytochrome P450 monooxygenase cnsC (EC 1.-.-.-) (Communesin biosynthesis cluster protein C),Protists,"(490, 500]",1
A0A017SFB8,FOGE_ASPRC,Aspergillus ruber (strain CBS 135680),1.-.-.-,538,Cytochrome P450 monooxygenase fogE (EC 1.-.-.-) (Flavoglaucin biosynthesis cluster protein E),Protists,"(530, 540]",1
A0A0C2W6G6,IBOC_AMAMK,Amanita muscaria (strain Koide BX008),1.-.-.-,561,Cytochrome P450 monooxygenase iboC (EC 1.-.-.-) (Ibotenic acid biosynthesis cluster protein C),Protists,"(560, 570]",1
A0A0E3D8P0,JANP_PENJA,Penicillium janthinellum (Penicillium vitale),1.-.-.-,515,Cytochrome P450 monooxygenase janP (EC 1.-.-.-) (Janthitremanes biosynthesis cluster protein P),Protists,"(510, 520]",1
A0A0E3D8N7,JANQ_PENJA,Penicillium janthinellum (Penicillium vitale),1.-.-.-,501,Cytochrome P450 monooxygenase janQ (EC 1.-.-.-) (Janthitremanes biosynthesis cluster protein Q),Protists,"(500, 510]",1
A0A0C1E1L9,OPAB_ASPUT,Aspergillus ustus,1.-.-.-,575,Cytochrome P450 monooxygenase opaB (EC 1.-.-.-) (Oxepinamide F biosynthesis cluster protein B),Protists,"(570, 580]",1
A0A068A9T2,BREF3_EUPBR,Eupenicillium brefeldianum (Penicillium brefeldianum),1.-.-.-,513,Cytochrome P450 monooxygenase orf3 (EC 1.-.-.-) (Brefeldin A biosynthesis cluster protein orf3),Protists,"(510, 520]",1
A0A068AA98,BREF4_EUPBR,Eupenicillium brefeldianum (Penicillium brefeldianum),1.-.-.-,508,Cytochrome P450 monooxygenase orf4 (EC 1.-.-.-) (Brefeldin A biosynthesis cluster protein orf4),Protists,"(500, 510]",1
A0A068AA78,BREF5_EUPBR,Eupenicillium brefeldianum (Penicillium brefeldianum),1.-.-.-,489,Cytochrome P450 monooxygenase orf5 (EC 1.-.-.-) (Brefeldin A biosynthesis cluster protein orf5),Protists,"(480, 490]",1
A0A068ACU3,BREF6_EUPBR,Eupenicillium brefeldianum (Penicillium brefeldianum),1.-.-.-,502,Cytochrome P450 monooxygenase orf6 (EC 1.-.-.-) (Brefeldin A biosynthesis cluster protein orf6),Protists,"(500, 510]",1
A0A075TRL5,PATH_PENEN,Penicillium expansum (Blue mold rot fungus),1.-.-.-,524,Cytochrome P450 monooxygenase patH (EC 1.-.-.-) (Patulin biosynthesis cluster protein H) (m-cresol hydrolase),Protists,"(520, 530]",1
A0A075TMP8,PATI_PENEN,Penicillium expansum (Blue mold rot fungus),1.-.-.-,526,Cytochrome P450 monooxygenase patI (EC 1.-.-.-) (Patulin biosynthesis cluster protein I) (m-hydroxybenzyl alcohol hydroxylase),Protists,"(520, 530]",1
A0A0E3D8K9,PENP_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,517,Cytochrome P450 monooxygenase penP (EC 1.-.-.-) (Penitrem biosynthesis cluster protein P),Protists,"(510, 520]",1
A0A0E3D8P8,PENQ_PENCR,Penicillium crustosum (Blue mold fungus),1.-.-.-,510,Cytochrome P450 monooxygenase penQ (EC 1.-.-.-) (Penitrem biosynthesis cluster protein Q),Protists,"(500, 510]",1
Q9ZR03,UCRIA_ARATH,Arabidopsis thaliana (Mouse-ear cress),7.1.1.6,229,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (Proton gradient regulation protein 1) (Rieske iron-sulfur protein) (ISP) (RISP)",Plants,"(220, 230]",7
P49728,UCRIA_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),7.1.1.6,206,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (Rieske iron-sulfur protein) (ISP) (RISP)",Algae,"(200, 210]",7
Q9SBN3,UCRIA_VOLCA,Volvox carteri (Green alga),7.1.1.6,206,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (Rieske iron-sulfur protein) (ISP) (RISP)",Algae,"(200, 210]",7
B0FWC7,COX1_AEDAE,Aedes aegypti (Yellowfever mosquito) (Culex aegypti),7.1.1.9,514,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Insects,"(510, 520]",7
P48887,COX1_ALBCA,Albinaria caerulea (Land snail),7.1.1.9,509,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(500, 510]",7
Q09333,COX1_ALBTU,Albinaria turrita (Door snail) (Clausilia turrita),7.1.1.9,195,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(190, 200]",7
P29643,COX1_AMICA,Amia calva (Bowfin),7.1.1.9,188,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(180, 190]",7
P50656,COX1_ANAPL,Anas platyrhynchos (Mallard) (Anas boschas),7.1.1.9,102,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(100, 110]",7
O03515,COX1_APTAU,Apteryx australis (Southern brown kiwi),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
Q37705,COX1_ARTSF,Artemia franciscana (Brine shrimp) (Artemia sanfranciscana),7.1.1.9,512,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Crustaceans,"(510, 520]",7
P29644,COX1_ATRSP,Atractosteus spatula (Alligator gar) (Lepisosteus spatula),7.1.1.9,157,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
O03521,COX1_CASBE,Casuarius bennetti (Dwarf cassowary),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
P08681,COX1_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),7.1.1.9,505,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Algae,"(500, 510]",7
P24984,COX1_COTJA,Coturnix japonica (Japanese quail) (Coturnix coturnix japonica),7.1.1.9,516,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(510, 520]",7
Q8WEW4,COX1_DORPE,Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii),7.1.1.9,223,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(220, 230]",7
O03524,COX1_DRONO,Dromaius novaehollandiae (Emu),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
P18943,COX1_CHICK,Gallus gallus (Chicken),7.1.1.9,515,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(510, 520]",7
P29645,COX1_GEOSD,Geophagus steindachneri (Red hump earth eater),7.1.1.9,152,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
P29646,COX1_GOMVA,Gomphosus varius (Bird wrasse) (Gomphosus tricolor),7.1.1.9,155,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
Q9ZZ08,COX1_HAPMA,Hapalochlaena maculosa (Southern blue-ringed octopus) (Octopus maculosus),7.1.1.9,219,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(210, 220]",7
P29647,COX1_LEPOC,Lepisosteus oculatus (Spotted gar),7.1.1.9,163,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(160, 170]",7
Q9TGE6,COX1_LOLFO,Loligo forbesii (Veined squid),7.1.1.9,213,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(210, 220]",7
P29648,COX1_MEGAT,Megalops atlanticus (Tarpon) (Clupea gigantea),7.1.1.9,160,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
P41774,COX1_MYTED,Mytilus edulis (Blue mussel),7.1.1.9,551,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(550, 560]",7
O03539,COX1_NOTPE,Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
Q9G6J1,COX1_OCTVU,Octopus vulgaris (Common octopus),7.1.1.9,209,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(200, 210]",7
P29649,COX1_PANBU,Pantodon buchholzi (Freshwater butterflyfish),7.1.1.9,184,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(180, 190]",7
Q96000,COX1_PECMA,Pecten maximus (King scallop) (Pilgrim's clam),7.1.1.9,477,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(470, 480]",7
Q9TGD8,COX1_PLADA,Planctoteuthis danae (Oceanic squid) (Valbyteuthis danae),7.1.1.9,207,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(200, 210]",7
P29650,COX1_POLSP,Polyodon spathula (North American paddlefish) (Squalus spathula),7.1.1.9,158,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
P29651,COX1_POLSX,Polypterus sp. (Bichir),7.1.1.9,184,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(180, 190]",7
P29652,COX1_POMNI,Pomoxis nigromaculatus (Black crappie) (Cantharus nigromaculatus),7.1.1.9,161,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(160, 170]",7
Q05143,COX1_PROWI,Prototheca wickerhamii,7.1.1.9,514,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Algae,"(510, 520]",7
O03546,COX1_RHEAM,Rhea americana (Greater rhea) (Common rhea),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
O99818,COX1_RHISA,Rhipicephalus sanguineus (Brown dog tick) (Ixodes sanguineus),7.1.1.9,512,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Arachnids,"(510, 520]",7
P29653,COX1_SALTR,Salmo trutta (Brown trout),7.1.1.9,109,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(100, 110]",7
P29654,COX1_SCAPL,Scaphirhynchus platorynchus (Shovelnose sturgeon) (Acipenser platorynchus),7.1.1.9,157,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Fish,"(150, 160]",7
Q8WEW3,COX1_SEPOF,Sepia officinalis (Common cuttlefish),7.1.1.9,223,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(220, 230]",7
Q957T2,COX1_SEPPH,Sepia pharaonis (Pharaoh cuttlefish),7.1.1.9,219,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Molluscs,"(210, 220]",7
O21399,COX1_STRCA,Struthio camelus (Common ostrich),7.1.1.9,516,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(510, 520]",7
O03554,COX1_TINMA,Tinamus major (Great tinamou) (Tetrao major),7.1.1.9,337,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),Birds,"(330, 340]",7
